Source ID,Target ID
DeepLesion_000091_03_01_036-073_0000,BDMAP_00030597
DeepLesion_000099_04_01_019-031_0000,BDMAP_00030598
DeepLesion_000099_03_01_016-028_0000,BDMAP_00030599
DeepLesion_000099_05_01_021-033_0000,BDMAP_00030600
DeepLesion_000090_03_01_033-078_0000,BDMAP_00030601
DeepLesion_000058_06_02_147-253_0000,BDMAP_00030602
DeepLesion_000090_02_01_030-071_0000,BDMAP_00030603
DeepLesion_000091_04_01_069-105_0000,BDMAP_00030604
DeepLesion_000098_03_01_023-053_0000,BDMAP_00030605
DeepLesion_000100_01_01_047-063_0000,BDMAP_00030606
DeepLesion_000098_01_01_019-049_0000,BDMAP_00030607
DeepLesion_000098_02_01_013-045_0000,BDMAP_00030608
DeepLesion_000098_09_01_019-051_0000,BDMAP_00030609
DeepLesion_000083_05_02_134-234_0000,BDMAP_00030610
DeepLesion_000101_03_01_016-036_0000,BDMAP_00030611
DeepLesion_000053_06_01_192-327_0000,BDMAP_00030612
DeepLesion_000098_06_01_016-050_0000,BDMAP_00030613
DeepLesion_000058_07_01_140-248_0000,BDMAP_00030614
DeepLesion_000105_01_01_036-052_0000,BDMAP_00030615
DeepLesion_000103_07_01_062-087_0000,BDMAP_00030616
DeepLesion_000020_03_01_104-242_0000,BDMAP_00030617
DeepLesion_000065_06_02_293-428_0000,BDMAP_00030618
DeepLesion_000104_02_01_057-078_0000,BDMAP_00030619
DeepLesion_000062_16_02_287-406_0000,BDMAP_00030620
DeepLesion_000104_01_01_058-079_0000,BDMAP_00030621
DeepLesion_000108_01_02_057-073_0000,BDMAP_00030622
DeepLesion_000087_02_02_371-439_0000,BDMAP_00030623
DeepLesion_000108_02_02_061-077_0000,BDMAP_00030624
DeepLesion_000097_02_01_048-098_0000,BDMAP_00030625
DeepLesion_000079_02_01_195-297_0000,BDMAP_00030626
DeepLesion_000113_03_01_005-020_0000,BDMAP_00030627
DeepLesion_000083_09_02_480-602_0000,BDMAP_00030628
DeepLesion_000084_03_02_069-160_0000,BDMAP_00030629
DeepLesion_000084_05_02_074-162_0000,BDMAP_00030630
DeepLesion_000084_02_03_070-168_0000,BDMAP_00030631
DeepLesion_000117_04_01_074-086_0000,BDMAP_00030632
DeepLesion_000083_11_02_058-174_0000,BDMAP_00030633
DeepLesion_000058_02_01_112-264_0000,BDMAP_00030634
DeepLesion_000096_03_01_499-574_0000,BDMAP_00030635
DeepLesion_000071_02_02_462-603_0000,BDMAP_00030636
DeepLesion_000117_04_01_088-106_0000,BDMAP_00030637
DeepLesion_000117_02_01_077-098_0000,BDMAP_00030638
DeepLesion_000117_02_01_035-056_0000,BDMAP_00030639
DeepLesion_000117_01_01_033-057_0000,BDMAP_00030640
DeepLesion_000117_01_01_072-097_0000,BDMAP_00030641
DeepLesion_000117_03_01_074-097_0000,BDMAP_00030642
DeepLesion_000117_03_01_034-058_0000,BDMAP_00030643
DeepLesion_000095_01_01_073-160_0000,BDMAP_00030644
DeepLesion_000117_04_01_034-057_0000,BDMAP_00030645
DeepLesion_000125_01_01_049-061_0000,BDMAP_00030646
DeepLesion_000125_02_01_031-043_0000,BDMAP_00030647
DeepLesion_000118_01_01_025-053_0000,BDMAP_00030648
DeepLesion_000118_02_01_017-047_0000,BDMAP_00030649
DeepLesion_000122_02_01_045-068_0000,BDMAP_00030650
DeepLesion_000130_03_01_112-126_0000,BDMAP_00030651
DeepLesion_000122_04_01_052-075_0000,BDMAP_00030652
DeepLesion_000125_02_01_073-089_0000,BDMAP_00030653
DeepLesion_000122_01_01_042-069_0000,BDMAP_00030654
DeepLesion_000067_02_01_101-269_0000,BDMAP_00030655
DeepLesion_000120_02_01_045-076_0000,BDMAP_00030656
DeepLesion_000103_04_02_145-205_0000,BDMAP_00030657
DeepLesion_000103_03_01_136-196_0000,BDMAP_00030658
DeepLesion_000127_03_02_073-090_0000,BDMAP_00030659
DeepLesion_000133_01_01_101-113_0000,BDMAP_00030660
DeepLesion_000120_01_01_045-075_0000,BDMAP_00030661
DeepLesion_000089_12_02_161-280_0000,BDMAP_00030662
DeepLesion_000126_03_01_001-020_0000,BDMAP_00030663
DeepLesion_000125_02_01_046-071_0000,BDMAP_00030664
DeepLesion_000133_02_01_100-112_0000,BDMAP_00030665
DeepLesion_000101_02_01_097-189_0000,BDMAP_00030666
DeepLesion_000133_03_01_101-118_0000,BDMAP_00030667
DeepLesion_000108_02_01_129-202_0000,BDMAP_00030668
DeepLesion_000142_03_01_001-010_0000,BDMAP_00030669
DeepLesion_000132_03_02_039-064_0000,BDMAP_00030670
DeepLesion_000132_02_01_010-040_0000,BDMAP_00030671
DeepLesion_000139_04_01_016-028_0000,BDMAP_00030672
DeepLesion_000058_06_01_235-439_0000,BDMAP_00030673
DeepLesion_000137_03_01_009-028_0000,BDMAP_00030674
DeepLesion_000132_01_01_011-041_0000,BDMAP_00030675
DeepLesion_000139_03_01_010-031_0000,BDMAP_00030676
DeepLesion_000104_03_01_326-402_0000,BDMAP_00030677
DeepLesion_000141_01_01_063-081_0000,BDMAP_00030678
DeepLesion_000107_01_02_122-182_0000,BDMAP_00030679
DeepLesion_000139_01_01_010-030_0000,BDMAP_00030680
DeepLesion_000114_03_02_200-274_0000,BDMAP_00030681
DeepLesion_000114_01_01_190-262_0000,BDMAP_00030682
DeepLesion_000103_12_01_045-135_0000,BDMAP_00030683
DeepLesion_000102_03_01_308-401_0000,BDMAP_00030684
DeepLesion_000133_03_01_043-078_0000,BDMAP_00030685
DeepLesion_000103_13_02_062-152_0000,BDMAP_00030686
DeepLesion_000143_04_01_061-076_0000,BDMAP_00030687
DeepLesion_000098_04_02_067-165_0000,BDMAP_00030688
DeepLesion_000116_06_02_119-189_0000,BDMAP_00030689
DeepLesion_000144_04_01_057-069_0000,BDMAP_00030690
DeepLesion_000144_03_01_054-066_0000,BDMAP_00030691
DeepLesion_000114_02_01_204-281_0000,BDMAP_00030692
DeepLesion_000142_02_01_076-106_0000,BDMAP_00030693
DeepLesion_000144_02_01_010-024_0000,BDMAP_00030694
DeepLesion_000147_03_01_007-019_0000,BDMAP_00030695
DeepLesion_000143_03_01_017-046_0000,BDMAP_00030696
DeepLesion_000142_04_01_070-100_0000,BDMAP_00030697
DeepLesion_000148_05_01_024-039_0000,BDMAP_00030698
DeepLesion_000148_07_01_025-040_0000,BDMAP_00030699
DeepLesion_000148_08_01_021-036_0000,BDMAP_00030700
DeepLesion_000149_04_01_038-052_0000,BDMAP_00030701
DeepLesion_000147_02_01_060-083_0000,BDMAP_00030702
DeepLesion_000123_02_01_229-289_0000,BDMAP_00030703
DeepLesion_000150_01_01_049-062_0000,BDMAP_00030704
DeepLesion_000153_04_01_018-033_0000,BDMAP_00030705
DeepLesion_000154_01_01_007-019_0000,BDMAP_00030706
DeepLesion_000158_01_01_072-084_0000,BDMAP_00030707
DeepLesion_000158_02_01_064-076_0000,BDMAP_00030708
DeepLesion_000132_03_01_006-070_0000,BDMAP_00030709
DeepLesion_000098_05_02_070-176_0000,BDMAP_00030710
DeepLesion_000147_04_02_007-043_0000,BDMAP_00030711
DeepLesion_000103_01_01_022-134_0000,BDMAP_00030712
DeepLesion_000161_05_01_082-094_0000,BDMAP_00030713
DeepLesion_000155_04_01_050-077_0000,BDMAP_00030714
DeepLesion_000126_02_02_008-094_0000,BDMAP_00030715
DeepLesion_000161_04_01_101-126_0000,BDMAP_00030716
DeepLesion_000163_02_01_039-058_0000,BDMAP_00030717
DeepLesion_000159_04_01_040-070_0000,BDMAP_00030718
DeepLesion_000163_03_01_032-052_0000,BDMAP_00030719
DeepLesion_000143_02_01_300-382_0000,BDMAP_00030720
DeepLesion_000163_06_01_040-057_0000,BDMAP_00030721
DeepLesion_000139_03_02_137-216_0000,BDMAP_00030722
DeepLesion_000138_03_01_084-171_0000,BDMAP_00030723
DeepLesion_000163_07_01_043-057_0000,BDMAP_00030724
DeepLesion_000158_03_01_332-392_0000,BDMAP_00030725
DeepLesion_000147_04_01_223-294_0000,BDMAP_00030726
DeepLesion_000143_07_01_097-179_0000,BDMAP_00030727
DeepLesion_000159_02_01_030-077_0000,BDMAP_00030728
DeepLesion_000103_05_01_045-166_0000,BDMAP_00030729
DeepLesion_000139_05_02_215-306_0000,BDMAP_00030730
DeepLesion_000143_05_01_086-166_0000,BDMAP_00030731
DeepLesion_000164_02_01_052-072_0000,BDMAP_00030732
DeepLesion_000153_05_01_051-111_0000,BDMAP_00030733
DeepLesion_000143_10_02_131-195_0000,BDMAP_00030734
DeepLesion_000164_03_01_051-067_0000,BDMAP_00030735
DeepLesion_000164_05_01_055-070_0000,BDMAP_00030736
DeepLesion_000138_01_01_084-178_0000,BDMAP_00030737
DeepLesion_000164_07_01_051-075_0000,BDMAP_00030738
DeepLesion_000168_03_01_028-040_0000,BDMAP_00030739
DeepLesion_000138_02_01_071-179_0000,BDMAP_00030740
DeepLesion_000170_03_01_111-123_0000,BDMAP_00030741
DeepLesion_000174_01_01_052-064_0000,BDMAP_00030742
DeepLesion_000164_08_01_015-039_0000,BDMAP_00030743
DeepLesion_000166_01_01_035-055_0000,BDMAP_00030744
DeepLesion_000166_02_01_035-056_0000,BDMAP_00030745
DeepLesion_000159_02_03_072-134_0000,BDMAP_00030746
DeepLesion_000143_08_02_104-191_0000,BDMAP_00030747
DeepLesion_000170_03_01_053-075_0000,BDMAP_00030748
DeepLesion_000176_01_01_055-073_0000,BDMAP_00030749
DeepLesion_000102_02_01_013-041_0000,BDMAP_00030750
DeepLesion_000111_01_01_056-068_0000,BDMAP_00030751
DeepLesion_000111_02_01_055-073_0000,BDMAP_00030752
DeepLesion_000083_09_02_033-152_0000,BDMAP_00030753
DeepLesion_000083_12_02_038-156_0000,BDMAP_00030754
DeepLesion_000084_01_02_085-178_0000,BDMAP_00030755
DeepLesion_000165_02_01_028-061_0000,BDMAP_00030756
DeepLesion_000083_10_01_051-169_0000,BDMAP_00030757
DeepLesion_000176_01_01_102-114_0000,BDMAP_00030758
DeepLesion_000176_02_01_098-110_0000,BDMAP_00030759
DeepLesion_000165_01_01_029-064_0000,BDMAP_00030760
DeepLesion_000161_08_02_071-148_0000,BDMAP_00030761
DeepLesion_000133_03_02_115-222_0000,BDMAP_00030762
DeepLesion_000165_03_01_030-063_0000,BDMAP_00030763
DeepLesion_000103_02_01_030-198_0000,BDMAP_00030764
DeepLesion_000176_02_01_053-072_0000,BDMAP_00030765
DeepLesion_000135_02_03_097-208_0000,BDMAP_00030766
DeepLesion_000151_17_02_167-263_0000,BDMAP_00030767
DeepLesion_000161_10_01_068-150_0000,BDMAP_00030768
DeepLesion_000177_03_01_008-026_0000,BDMAP_00030769
DeepLesion_000177_07_01_009-023_0000,BDMAP_00030770
DeepLesion_000177_01_01_007-029_0000,BDMAP_00030771
DeepLesion_000177_02_01_006-026_0000,BDMAP_00030772
DeepLesion_000186_15_01_010-022_0000,BDMAP_00030773
DeepLesion_000161_09_01_293-397_0000,BDMAP_00030774
DeepLesion_000149_04_02_139-231_0000,BDMAP_00030775
DeepLesion_000177_04_01_002-025_0000,BDMAP_00030776
DeepLesion_000181_03_01_011-033_0000,BDMAP_00030777
DeepLesion_000186_05_01_013-036_0000,BDMAP_00030778
DeepLesion_000186_03_01_012-036_0000,BDMAP_00030779
DeepLesion_000181_04_01_007-031_0000,BDMAP_00030780
DeepLesion_000186_12_01_014-038_0000,BDMAP_00030781
DeepLesion_000143_03_03_060-190_0000,BDMAP_00030782
DeepLesion_000186_04_01_009-035_0000,BDMAP_00030783
DeepLesion_000151_15_03_184-278_0000,BDMAP_00030784
DeepLesion_000161_09_01_433-548_0000,BDMAP_00030785
DeepLesion_000143_04_02_053-183_0000,BDMAP_00030786
DeepLesion_000187_03_01_010-031_0000,BDMAP_00030787
DeepLesion_000186_06_01_010-036_0000,BDMAP_00030788
DeepLesion_000186_14_01_013-039_0000,BDMAP_00030789
DeepLesion_000161_10_01_315-423_0000,BDMAP_00030790
DeepLesion_000187_03_01_061-085_0000,BDMAP_00030791
DeepLesion_000187_08_01_023-040_0000,BDMAP_00030792
DeepLesion_000187_08_01_097-115_0000,BDMAP_00030793
DeepLesion_000187_04_01_060-084_0000,BDMAP_00030794
DeepLesion_000187_05_01_020-045_0000,BDMAP_00030795
DeepLesion_000156_02_01_007-138_0000,BDMAP_00030796
DeepLesion_000187_12_01_019-036_0000,BDMAP_00030797
DeepLesion_000187_12_01_094-112_0000,BDMAP_00030798
DeepLesion_000143_09_02_046-184_0000,BDMAP_00030799
DeepLesion_000147_03_02_085-217_0000,BDMAP_00030800
DeepLesion_000183_02_01_001-037_0000,BDMAP_00030801
DeepLesion_000187_06_01_063-093_0000,BDMAP_00030802
DeepLesion_000192_01_01_033-045_0000,BDMAP_00030803
DeepLesion_000187_04_01_004-042_0000,BDMAP_00030804
DeepLesion_000189_01_01_039-061_0000,BDMAP_00030805
DeepLesion_000195_02_01_029-050_0000,BDMAP_00030806
DeepLesion_000199_02_01_106-118_0000,BDMAP_00030807
DeepLesion_000192_03_01_035-066_0000,BDMAP_00030808
DeepLesion_000164_10_02_499-594_0000,BDMAP_00030809
DeepLesion_000199_01_01_031-052_0000,BDMAP_00030810
DeepLesion_000195_04_01_065-090_0000,BDMAP_00030811
DeepLesion_000161_07_01_250-397_0000,BDMAP_00030812
DeepLesion_000187_13_01_051-096_0000,BDMAP_00030813
DeepLesion_000199_04_01_108-120_0000,BDMAP_00030814
DeepLesion_000163_05_02_057-171_0000,BDMAP_00030815
DeepLesion_000177_08_01_040-118_0000,BDMAP_00030816
DeepLesion_000166_03_01_288-393_0000,BDMAP_00030817
DeepLesion_000187_10_02_305-368_0000,BDMAP_00030818
DeepLesion_000177_07_02_036-120_0000,BDMAP_00030819
DeepLesion_000201_02_01_015-027_0000,BDMAP_00030820
DeepLesion_000177_09_01_043-123_0000,BDMAP_00030821
DeepLesion_000187_10_02_084-157_0000,BDMAP_00030822
DeepLesion_000199_05_01_018-036_0000,BDMAP_00030823
DeepLesion_000201_01_01_015-027_0000,BDMAP_00030824
DeepLesion_000143_07_01_374-584_0000,BDMAP_00030825
DeepLesion_000199_06_01_022-049_0000,BDMAP_00030826
DeepLesion_000187_08_02_085-168_0000,BDMAP_00030827
DeepLesion_000203_02_01_039-061_0000,BDMAP_00030828
DeepLesion_000189_03_01_086-146_0000,BDMAP_00030829
DeepLesion_000188_03_01_116-179_0000,BDMAP_00030830
DeepLesion_000185_02_03_060-164_0000,BDMAP_00030831
DeepLesion_000189_02_01_086-146_0000,BDMAP_00030832
DeepLesion_000189_04_02_280-340_0000,BDMAP_00030833
DeepLesion_000181_02_01_035-143_0000,BDMAP_00030834
DeepLesion_000204_03_01_038-061_0000,BDMAP_00030835
DeepLesion_000188_02_01_127-187_0000,BDMAP_00030836
DeepLesion_000205_01_01_045-057_0000,BDMAP_00030837
DeepLesion_000204_04_01_036-058_0000,BDMAP_00030838
DeepLesion_000204_02_01_037-059_0000,BDMAP_00030839
DeepLesion_000204_01_01_040-064_0000,BDMAP_00030840
DeepLesion_000186_09_01_056-171_0000,BDMAP_00030841
DeepLesion_000187_12_02_068-153_0000,BDMAP_00030842
DeepLesion_000199_01_02_177-237_0000,BDMAP_00030843
DeepLesion_000164_10_02_197-335_0000,BDMAP_00030844
DeepLesion_000204_05_01_038-061_0000,BDMAP_00030845
DeepLesion_000187_12_02_276-361_0000,BDMAP_00030846
DeepLesion_000193_03_01_357-425_0000,BDMAP_00030847
DeepLesion_000204_06_01_043-066_0000,BDMAP_00030848
DeepLesion_000204_07_01_040-062_0000,BDMAP_00030849
DeepLesion_000204_09_01_044-073_0000,BDMAP_00030850
DeepLesion_000204_10_01_049-074_0000,BDMAP_00030851
DeepLesion_000186_08_01_052-170_0000,BDMAP_00030852
DeepLesion_000164_10_02_340-485_0000,BDMAP_00030853
DeepLesion_000211_02_01_012-025_0000,BDMAP_00030854
DeepLesion_000213_05_02_051-063_0000,BDMAP_00030855
DeepLesion_000213_05_02_070-082_0000,BDMAP_00030856
DeepLesion_000187_15_01_090-187_0000,BDMAP_00030857
DeepLesion_000192_02_03_236-339_0000,BDMAP_00030858
DeepLesion_000215_03_01_088-102_0000,BDMAP_00030859
DeepLesion_000199_03_02_103-163_0000,BDMAP_00030860
DeepLesion_000209_01_01_099-124_0000,BDMAP_00030861
DeepLesion_000213_02_01_042-062_0000,BDMAP_00030862
DeepLesion_000215_01_01_089-105_0000,BDMAP_00030863
DeepLesion_000187_10_02_468-586_0000,BDMAP_00030864
DeepLesion_000215_06_01_091-107_0000,BDMAP_00030865
DeepLesion_000214_01_01_033-054_0000,BDMAP_00030866
DeepLesion_000215_08_01_087-103_0000,BDMAP_00030867
DeepLesion_000215_05_01_081-105_0000,BDMAP_00030868
DeepLesion_000211_02_01_047-076_0000,BDMAP_00030869
DeepLesion_000220_05_01_107-119_0000,BDMAP_00030870
DeepLesion_000220_06_01_109-121_0000,BDMAP_00030871
DeepLesion_000199_06_02_540-614_0000,BDMAP_00030872
DeepLesion_000220_11_01_072-084_0000,BDMAP_00030873
DeepLesion_000163_06_02_049-234_0000,BDMAP_00030874
DeepLesion_000222_05_01_001-009_0000,BDMAP_00030875
DeepLesion_000139_05_01_143-383_0000,BDMAP_00030876
DeepLesion_000216_02_02_055-088_0000,BDMAP_00030877
DeepLesion_000221_06_01_038-058_0000,BDMAP_00030878
DeepLesion_000215_10_01_067-103_0000,BDMAP_00030879
DeepLesion_000223_02_01_011-029_0000,BDMAP_00030880
DeepLesion_000205_02_01_226-292_0000,BDMAP_00030881
DeepLesion_000200_01_01_313-421_0000,BDMAP_00030882
DeepLesion_000221_06_01_094-127_0000,BDMAP_00030883
DeepLesion_000223_04_01_008-034_0000,BDMAP_00030884
DeepLesion_000223_03_01_006-033_0000,BDMAP_00030885
DeepLesion_000222_20_01_065-095_0000,BDMAP_00030886
DeepLesion_000222_18_01_059-091_0000,BDMAP_00030887
DeepLesion_000215_05_02_447-511_0000,BDMAP_00030888
DeepLesion_000195_05_01_273-406_0000,BDMAP_00030889
DeepLesion_000205_01_02_143-230_0000,BDMAP_00030890
DeepLesion_000186_13_02_003-192_0000,BDMAP_00030891
DeepLesion_000187_01_01_063-085_0000,BDMAP_00030892
DeepLesion_000187_09_01_050-094_0000,BDMAP_00030893
DeepLesion_000211_01_01_014-026_0000,BDMAP_00030894
DeepLesion_000198_05_01_082-154_0000,BDMAP_00030895
DeepLesion_000215_02_01_092-104_0000,BDMAP_00030896
DeepLesion_000209_02_01_099-125_0000,BDMAP_00030897
DeepLesion_000215_07_01_088-102_0000,BDMAP_00030898
DeepLesion_000195_02_02_137-247_0000,BDMAP_00030899
DeepLesion_000196_03_02_102-203_0000,BDMAP_00030900
DeepLesion_000163_07_02_055-246_0000,BDMAP_00030901
DeepLesion_000221_05_01_034-056_0000,BDMAP_00030902
DeepLesion_000221_05_01_090-124_0000,BDMAP_00030903
DeepLesion_000213_06_03_250-310_0000,BDMAP_00030904
DeepLesion_000199_03_01_105-117_0000,BDMAP_00030905
DeepLesion_000212_01_01_021-041_0000,BDMAP_00030906
DeepLesion_000199_02_02_114-174_0000,BDMAP_00030907
DeepLesion_000199_04_02_110-170_0000,BDMAP_00030908
DeepLesion_000213_06_01_197-257_0000,BDMAP_00030909
DeepLesion_000163_04_02_110-207_0000,BDMAP_00030910
DeepLesion_000213_03_01_031-075_0000,BDMAP_00030911
DeepLesion_000200_02_01_326-426_0000,BDMAP_00030912
DeepLesion_000187_15_01_480-602_0000,BDMAP_00030913
DeepLesion_000223_11_01_022-040_0000,BDMAP_00030914
DeepLesion_000008_02_01_521-921_0000,BDMAP_00030915
DeepLesion_000207_04_01_029-098_0000,BDMAP_00030916
DeepLesion_000224_02_01_030-045_0000,BDMAP_00030917
